,Transaction ID,Item,Quantity,Price Per Unit,Total Spent,Payment Method,Location,Transaction Date
7635,TXN_8127929,unknown,5.0,1.0,5.0,credit card,takeaway,2023-10-08
7636,TXN_8567172,coffee,3.0,2.0,6.0,unknown,in-store,2023-02-05
7637,TXN_2317867,tea,5.0,1.5,7.5,cash,in-store,2023-01-23
7638,TXN_4416436,coffee,3.0,2.0,6.0,digital wallet,unknown,2023-05-17
7639,TXN_7467621,salad,4.0,5.0,20.0,credit card,takeaway,2023-01-28
7640,TXN_5005999,salad,4.0,5.0,20.0,cash,unknown,2023-01-09
7641,TXN_8664295,smoothie,2.0,4.0,8.0,credit card,unknown,2023-02-23
7642,TXN_4831311,unknown,2.0,2.0,4.0,cash,takeaway,2023-07-15
7643,TXN_2528186,unknown,2.0,2.0,4.0,cash,unknown,2023-06-17
7644,TXN_4971093,smoothie,4.0,4.0,16.0,unknown,takeaway,2023-03-27
7645,TXN_3602272,smoothie,3.0,4.0,12.0,digital wallet,takeaway,2023-02-15
7646,TXN_4913329,coffee,5.0,2.0,10.0,credit card,takeaway,2023-10-30
7647,TXN_8830809,sandwich,5.0,4.0,20.0,digital wallet,in-store,2023-07-31
7648,TXN_7223387,juice,3.0,3.0,9.0,cash,unknown,2023-12-17
7649,TXN_1629092,cookie,3.0,1.0,3.0,credit card,unknown,2023-02-13
7650,TXN_4363360,smoothie,1.0,4.0,4.0,credit card,unknown,2023-12-22
7651,TXN_9689507,salad,3.0,5.0,15.0,cash,in-store,2023-06-10
7652,TXN_3317406,sandwich,3.0,4.0,12.0,unknown,takeaway,2023-01-04
7653,TXN_9662632,salad,4.0,5.0,20.0,digital wallet,in-store,2023-08-10
7654,TXN_1364211,salad,2.0,5.0,10.0,unknown,in-store,2023-03-08
7656,TXN_2673294,coffee,3.0,2.0,6.0,cash,unknown,2023-11-11
7657,TXN_2112848,cookie,4.0,1.0,4.0,credit card,in-store,2023-10-16
7658,TXN_1801691,salad,1.0,5.0,5.0,unknown,takeaway,2023-05-18
7659,TXN_6424195,coffee,3.0,2.0,6.0,unknown,takeaway,2023-09-14
7661,TXN_6923480,coffee,3.0,2.0,6.0,cash,takeaway,2023-10-27
7662,TXN_7416669,tea,3.0,1.5,4.5,unknown,unknown,2023-09-28
7663,TXN_3693990,cookie,2.0,1.0,2.0,unknown,in-store,2023-07-19
7664,TXN_8652632,tea,1.0,1.5,1.5,digital wallet,unknown,2023-01-12
7665,TXN_4141765,cake,5.0,3.0,15.0,unknown,unknown,2023-12-17
7666,TXN_8180793,cookie,4.0,1.0,4.0,digital wallet,unknown,2023-11-17
7667,TXN_8875195,sandwich,5.0,4.0,20.0,credit card,in-store,2023-08-21
7668,TXN_9928552,sandwich,5.0,4.0,20.0,credit card,takeaway,2023-06-13
7669,TXN_3456748,juice,2.0,3.0,6.0,cash,in-store,2023-01-30
7670,TXN_5680687,salad,4.0,5.0,20.0,credit card,unknown,2023-11-22
7671,TXN_9349736,sandwich,5.0,4.0,20.0,cash,unknown,2023-03-18
7672,TXN_7558010,juice,4.0,3.0,12.0,unknown,unknown,2023-03-27
7673,TXN_8172897,cookie,3.0,1.0,3.0,unknown,takeaway,2023-03-14
7674,TXN_8540794,cake,4.0,3.0,12.0,cash,unknown,2023-04-06
7675,TXN_5966744,tea,3.0,1.5,4.5,unknown,in-store,2023-12-13
7676,TXN_3132921,tea,5.0,1.5,7.5,credit card,in-store,2023-01-10
7677,TXN_7029719,unknown,2.0,5.0,10.0,digital wallet,unknown,2023-06-18
7678,TXN_3912440,tea,2.0,1.5,3.0,unknown,in-store,2023-05-21
7679,TXN_4276702,unknown,1.0,1.0,1.0,credit card,in-store,2023-11-17
7680,TXN_7657615,juice,3.0,3.0,9.0,credit card,unknown,2023-07-17
7681,TXN_4020074,cookie,3.0,1.0,3.0,unknown,unknown,2023-03-01
7682,TXN_8942747,cookie,5.0,1.0,5.0,unknown,takeaway,2023-12-14
7683,TXN_3902815,juice,5.0,3.0,15.0,unknown,unknown,2023-06-28
7685,TXN_6218380,cookie,4.0,1.0,4.0,cash,in-store,2023-02-07
7686,TXN_6905143,coffee,5.0,2.0,10.0,cash,unknown,2023-08-09
7687,TXN_3839691,coffee,4.0,2.0,8.0,credit card,in-store,2023-02-13
7688,TXN_4866254,salad,4.0,5.0,20.0,cash,unknown,2023-03-18
7689,TXN_8935781,coffee,2.0,2.0,4.0,unknown,unknown,2023-09-10
7690,TXN_2559020,cake,1.0,3.0,3.0,digital wallet,takeaway,2023-07-20
7691,TXN_8607376,coffee,5.0,2.0,10.0,cash,in-store,2023-06-13
7692,TXN_5858713,cookie,2.0,1.0,2.0,credit card,in-store,2023-03-05
7693,TXN_7064604,coffee,3.0,2.0,6.0,digital wallet,unknown,2023-03-26
7694,TXN_3312690,cookie,3.0,1.0,3.0,credit card,in-store,2023-03-01
7696,TXN_8687088,cookie,2.0,1.0,2.0,credit card,in-store,2023-05-11
7697,TXN_3440487,unknown,5.0,2.0,10.0,cash,unknown,2023-10-22
7698,TXN_9618881,coffee,5.0,2.0,10.0,unknown,unknown,2023-02-15
7699,TXN_5139074,cake,1.0,3.0,3.0,digital wallet,takeaway,2023-11-16
7700,TXN_2799785,juice,1.0,3.0,3.0,cash,unknown,2023-01-25
7701,TXN_4466681,unknown,2.0,2.0,4.0,cash,takeaway,2023-01-12
7702,TXN_9292025,unknown,2.0,5.0,10.0,digital wallet,in-store,2023-03-25
7703,TXN_8155535,cake,1.0,3.0,3.0,unknown,takeaway,2023-03-13
7704,TXN_5301926,cake,1.0,3.0,3.0,digital wallet,takeaway,2023-11-13
7706,TXN_2379467,coffee,5.0,2.0,10.0,unknown,unknown,2023-04-01
7707,TXN_1837617,juice,3.0,3.0,9.0,unknown,unknown,2023-01-16
7708,TXN_3454881,salad,1.0,5.0,5.0,cash,in-store,2023-11-29
7709,TXN_4472969,juice,1.0,3.0,3.0,credit card,unknown,2023-09-15
7710,TXN_1905459,smoothie,3.0,4.0,12.0,digital wallet,unknown,2023-08-18
7711,TXN_8799945,coffee,2.0,2.0,4.0,cash,unknown,2023-11-24
7712,TXN_4361614,smoothie,2.0,4.0,8.0,unknown,takeaway,2023-04-28
7713,TXN_1665056,salad,5.0,5.0,25.0,cash,unknown,2023-01-05
7714,TXN_2904046,smoothie,1.0,4.0,4.0,credit card,in-store,2023-12-11
7715,TXN_9743274,tea,5.0,1.5,7.5,unknown,unknown,2023-01-25
7716,TXN_5518232,salad,3.0,5.0,15.0,unknown,takeaway,2023-05-01
7717,TXN_3770267,cake,2.0,3.0,6.0,unknown,unknown,2023-10-21
7718,TXN_7177709,juice,5.0,3.0,15.0,unknown,takeaway,2023-03-08
7719,TXN_6246494,coffee,3.0,2.0,6.0,unknown,in-store,2023-03-31
7720,TXN_6540200,tea,2.0,1.5,3.0,digital wallet,in-store,2023-10-23
7721,TXN_7486118,sandwich,4.0,4.0,16.0,unknown,takeaway,2023-05-22
7722,TXN_5424614,cake,1.0,3.0,3.0,unknown,in-store,2023-11-12
7723,TXN_6271598,juice,5.0,3.0,15.0,cash,unknown,2023-08-18
7724,TXN_7562313,cake,2.0,3.0,6.0,unknown,unknown,2023-12-15
7725,TXN_9188774,tea,1.0,1.5,1.5,digital wallet,takeaway,2023-04-14
7726,TXN_9685716,cookie,2.0,1.0,2.0,digital wallet,unknown,2023-02-26
7727,TXN_7493800,cake,5.0,3.0,15.0,credit card,takeaway,2023-08-16
7728,TXN_6833564,smoothie,5.0,4.0,20.0,unknown,unknown,2023-04-21
7729,TXN_9411395,coffee,5.0,2.0,10.0,unknown,unknown,2023-05-12
7730,TXN_8413251,sandwich,3.0,4.0,12.0,cash,takeaway,2023-08-18
7731,TXN_6990331,juice,1.0,3.0,3.0,digital wallet,unknown,2023-07-30
7732,TXN_6007721,unknown,4.0,4.0,16.0,cash,in-store,2023-08-21
7734,TXN_2715086,juice,2.0,3.0,6.0,cash,unknown,2023-11-03
7735,TXN_1444932,smoothie,1.0,4.0,4.0,cash,in-store,2023-05-24
7736,TXN_2747156,cookie,1.0,1.0,1.0,unknown,in-store,2023-01-29
7738,TXN_5065748,cake,5.0,3.0,15.0,credit card,in-store,2023-07-19
7739,TXN_8014645,cake,2.0,3.0,6.0,cash,takeaway,2023-07-06
7740,TXN_2910247,smoothie,4.0,4.0,16.0,digital wallet,unknown,2023-12-02
7742,TXN_3251591,sandwich,3.0,4.0,12.0,unknown,takeaway,2023-01-26
7743,TXN_4549977,cookie,1.0,1.0,1.0,cash,unknown,2023-08-21
7744,TXN_1736294,coffee,3.0,2.0,6.0,digital wallet,unknown,2023-09-06
7745,TXN_1698600,salad,4.0,5.0,20.0,cash,takeaway,2023-07-31
7746,TXN_3463568,salad,2.0,5.0,10.0,digital wallet,in-store,2023-04-12
7747,TXN_6773319,tea,4.0,1.5,6.0,unknown,takeaway,2023-05-03
7748,TXN_5504920,cake,5.0,3.0,15.0,cash,takeaway,2023-09-30
7749,TXN_8392086,smoothie,4.0,4.0,16.0,unknown,unknown,2023-07-12
7750,TXN_9968926,juice,2.0,3.0,6.0,digital wallet,takeaway,2023-03-15
7751,TXN_4719069,juice,2.0,3.0,6.0,digital wallet,unknown,2023-01-04
7752,TXN_3809941,cookie,4.0,1.0,4.0,credit card,unknown,2023-11-01
7753,TXN_1935119,coffee,4.0,2.0,8.0,credit card,takeaway,2023-07-15
7754,TXN_8246369,juice,1.0,3.0,3.0,credit card,unknown,2023-10-16
7755,TXN_2009782,salad,5.0,5.0,25.0,credit card,unknown,2023-05-11
7756,TXN_4635230,sandwich,3.0,4.0,12.0,unknown,in-store,2023-06-10
7757,TXN_9583176,cookie,5.0,1.0,5.0,unknown,in-store,2023-05-03
7758,TXN_6784478,cookie,2.0,1.0,2.0,credit card,takeaway,2023-12-21
7760,TXN_3866162,cake,5.0,3.0,15.0,cash,takeaway,2023-06-08
7761,TXN_7612056,cookie,5.0,1.0,5.0,credit card,unknown,2023-03-08
7762,TXN_5349355,unknown,2.0,5.0,10.0,digital wallet,in-store,2023-05-10
7763,TXN_9259900,salad,4.0,5.0,20.0,digital wallet,unknown,2023-08-07
7764,TXN_4650834,salad,3.0,5.0,15.0,digital wallet,takeaway,2023-07-14
7765,TXN_6576987,salad,3.0,5.0,15.0,credit card,takeaway,2023-03-12
7766,TXN_1192970,coffee,2.0,2.0,4.0,digital wallet,takeaway,2023-06-17
7767,TXN_7645464,tea,5.0,1.5,7.5,cash,takeaway,2023-08-17
7768,TXN_4205860,salad,5.0,5.0,25.0,unknown,unknown,2023-09-10
7769,TXN_9495855,juice,2.0,3.0,6.0,cash,in-store,2023-04-18
7770,TXN_5712248,sandwich,5.0,4.0,20.0,unknown,takeaway,2023-03-02
7771,TXN_4582966,juice,2.0,3.0,6.0,unknown,unknown,2023-10-28
7772,TXN_4203885,tea,3.0,1.5,4.5,cash,unknown,2023-05-11
7773,TXN_1887083,juice,1.0,3.0,3.0,digital wallet,unknown,2023-05-05
7774,TXN_5602640,smoothie,5.0,4.0,20.0,unknown,takeaway,2023-04-01
7775,TXN_8285410,coffee,4.0,2.0,8.0,credit card,unknown,2023-09-10
7776,TXN_5654663,juice,1.0,3.0,3.0,unknown,takeaway,2023-07-31
7777,TXN_6687699,salad,4.0,5.0,20.0,cash,in-store,2023-09-11
7778,TXN_4331281,cake,3.0,3.0,9.0,digital wallet,takeaway,2023-02-03
7779,TXN_2390146,coffee,3.0,2.0,6.0,unknown,unknown,2023-06-24
7780,TXN_9478033,cake,2.0,3.0,6.0,unknown,in-store,2023-04-08
7781,TXN_8546777,cake,4.0,3.0,12.0,unknown,in-store,2023-03-16
7782,TXN_6433362,cookie,2.0,1.0,2.0,cash,in-store,2023-12-07
7783,TXN_4991594,smoothie,2.0,4.0,8.0,credit card,in-store,2023-12-08
7784,TXN_9016451,cookie,3.0,1.0,3.0,unknown,unknown,2023-10-16
7785,TXN_3516296,sandwich,3.0,4.0,12.0,unknown,in-store,2023-05-29
7786,TXN_9464961,sandwich,4.0,4.0,16.0,cash,in-store,2023-11-23
7787,TXN_7445257,coffee,1.0,2.0,2.0,unknown,unknown,2023-04-02
7788,TXN_4463677,salad,5.0,5.0,25.0,digital wallet,in-store,2023-02-27
7789,TXN_4886990,salad,3.0,5.0,15.0,unknown,takeaway,2023-12-17
7790,TXN_4962147,cake,2.0,3.0,6.0,unknown,unknown,2023-02-07
7791,TXN_5575420,smoothie,3.0,4.0,12.0,unknown,in-store,2023-06-26
7793,TXN_3628566,coffee,5.0,2.0,10.0,unknown,unknown,2023-08-17
7794,TXN_5297746,coffee,3.0,2.0,6.0,credit card,in-store,2023-07-11
7795,TXN_5230719,cake,5.0,3.0,15.0,credit card,unknown,2023-03-23
7796,TXN_9244886,coffee,1.0,2.0,2.0,unknown,takeaway,2023-02-09
7797,TXN_8145813,juice,4.0,3.0,12.0,digital wallet,in-store,2023-02-10
7798,TXN_4179797,tea,2.0,1.5,3.0,unknown,unknown,2023-11-06
7799,TXN_7485379,juice,1.0,3.0,3.0,credit card,unknown,2023-03-27
7800,TXN_3171150,unknown,1.0,3.0,3.0,digital wallet,unknown,2023-02-06
7802,TXN_3801485,coffee,5.0,2.0,10.0,credit card,in-store,2023-11-10
7803,TXN_2312908,coffee,3.0,2.0,6.0,cash,in-store,2023-02-07
7804,TXN_6826342,unknown,2.0,3.0,6.0,credit card,unknown,2023-03-30
7805,TXN_3620213,coffee,2.0,2.0,4.0,credit card,in-store,2023-09-09
7806,TXN_4030181,smoothie,5.0,4.0,20.0,credit card,unknown,2023-09-20
7807,TXN_1664563,smoothie,3.0,4.0,12.0,cash,unknown,2023-04-28
7808,TXN_2002730,smoothie,2.0,4.0,8.0,unknown,takeaway,2023-09-27
7809,TXN_9662827,tea,1.0,1.5,1.5,unknown,unknown,2023-09-30
7810,TXN_9579691,cookie,5.0,1.0,5.0,credit card,in-store,2023-01-16
7811,TXN_4131020,sandwich,2.0,4.0,8.0,credit card,unknown,2023-06-15
7812,TXN_3462602,cake,3.0,3.0,9.0,credit card,in-store,2023-08-27
7813,TXN_1149624,cake,3.0,3.0,9.0,unknown,unknown,2023-09-14
7814,TXN_2628157,coffee,4.0,2.0,8.0,digital wallet,unknown,2023-10-26
7815,TXN_9152120,sandwich,4.0,4.0,16.0,cash,takeaway,2023-03-28
7816,TXN_9018195,cake,5.0,3.0,15.0,cash,unknown,2023-10-07
7817,TXN_7799711,smoothie,5.0,4.0,20.0,digital wallet,takeaway,2023-12-03
7818,TXN_6697374,smoothie,2.0,4.0,8.0,unknown,unknown,2023-07-31
7819,TXN_9014681,unknown,3.0,4.0,12.0,unknown,in-store,2023-01-03
7820,TXN_4366417,sandwich,3.0,4.0,12.0,unknown,takeaway,2023-10-10
7822,TXN_7511351,tea,4.0,1.5,6.0,cash,takeaway,2023-10-07
7823,TXN_5205595,juice,1.0,3.0,3.0,unknown,in-store,2023-03-01
7824,TXN_8276063,coffee,1.0,2.0,2.0,credit card,unknown,2023-01-06
7825,TXN_1020478,coffee,1.0,2.0,2.0,digital wallet,takeaway,2023-03-09
7826,TXN_5176767,smoothie,4.0,4.0,16.0,unknown,takeaway,2023-05-03
7827,TXN_6043396,sandwich,3.0,4.0,12.0,unknown,in-store,2023-10-07
7828,TXN_4975029,smoothie,4.0,4.0,16.0,cash,in-store,2023-04-23
7829,TXN_9493077,cake,4.0,3.0,12.0,credit card,unknown,2023-01-10
7830,TXN_3493771,cake,2.0,3.0,6.0,unknown,unknown,2023-02-13
7831,TXN_8640673,juice,2.0,3.0,6.0,cash,in-store,2023-09-11
7832,TXN_4793771,cake,4.0,3.0,12.0,cash,unknown,2023-12-26
7833,TXN_8107005,juice,3.0,3.0,9.0,unknown,unknown,2023-09-15
7834,TXN_7857126,cookie,4.0,1.0,4.0,cash,takeaway,2023-08-21
7835,TXN_2940613,juice,4.0,3.0,12.0,cash,unknown,2023-06-28
7836,TXN_2407379,smoothie,4.0,4.0,16.0,digital wallet,unknown,2023-03-13
7837,TXN_3376952,tea,2.0,1.5,3.0,unknown,takeaway,2023-10-23
7838,TXN_4083004,sandwich,5.0,4.0,20.0,unknown,takeaway,2023-03-06
7839,TXN_3635628,sandwich,3.0,4.0,12.0,digital wallet,in-store,2023-10-28
7840,TXN_3554772,tea,3.0,1.5,4.5,credit card,unknown,2023-10-06
7841,TXN_9454387,salad,2.0,5.0,10.0,cash,takeaway,2023-01-02
7842,TXN_9660362,cake,2.0,3.0,6.0,credit card,takeaway,2023-08-16
7843,TXN_9281939,unknown,3.0,1.5,4.5,cash,in-store,2023-05-22
7844,TXN_2347248,salad,1.0,5.0,5.0,credit card,unknown,2023-11-11
7845,TXN_3732426,sandwich,2.0,4.0,8.0,digital wallet,unknown,2023-03-07
7846,TXN_8675558,tea,5.0,1.5,7.5,unknown,in-store,2023-05-23
7847,TXN_1963345,smoothie,4.0,4.0,16.0,unknown,in-store,2023-10-12
7848,TXN_6332405,juice,3.0,3.0,9.0,digital wallet,takeaway,2023-12-03
7849,TXN_8946323,tea,2.0,1.5,3.0,cash,unknown,2023-08-23
7850,TXN_1529961,smoothie,4.0,4.0,16.0,credit card,unknown,2023-09-29
7851,TXN_8860052,cake,5.0,3.0,15.0,credit card,takeaway,2023-07-18
7852,TXN_6732833,salad,1.0,5.0,5.0,digital wallet,in-store,2023-07-21
7854,TXN_6232398,juice,2.0,3.0,6.0,cash,in-store,2023-07-05
7855,TXN_2391245,unknown,4.0,2.0,8.0,digital wallet,in-store,2023-04-13
7856,TXN_7670296,juice,2.0,3.0,6.0,cash,takeaway,2023-01-25
7857,TXN_6128086,tea,4.0,1.5,6.0,digital wallet,takeaway,2023-12-26
7859,TXN_4898346,smoothie,2.0,4.0,8.0,cash,unknown,2023-05-07
7860,TXN_2807324,sandwich,2.0,4.0,8.0,cash,unknown,2023-11-13
7861,TXN_4428486,smoothie,1.0,4.0,4.0,unknown,unknown,2023-07-28
7862,TXN_4430772,coffee,5.0,2.0,10.0,credit card,unknown,2023-01-11
7863,TXN_7251108,unknown,3.0,3.0,9.0,credit card,in-store,2023-10-04
7864,TXN_3987718,tea,4.0,1.5,6.0,unknown,unknown,2023-12-24
7865,TXN_6658070,juice,2.0,3.0,6.0,cash,takeaway,2023-11-03
7866,TXN_6007437,juice,1.0,3.0,3.0,credit card,unknown,2023-11-22
7867,TXN_6030518,sandwich,3.0,4.0,12.0,unknown,in-store,2023-12-20
7868,TXN_4228838,coffee,5.0,2.0,10.0,credit card,takeaway,2023-09-22
7869,TXN_3303518,juice,4.0,3.0,12.0,unknown,in-store,2023-06-30
7870,TXN_9719921,salad,5.0,5.0,25.0,credit card,unknown,2023-07-28
7871,TXN_1272118,cookie,4.0,1.0,4.0,credit card,takeaway,2023-04-21
7872,TXN_4060215,salad,3.0,5.0,15.0,credit card,in-store,2023-01-12
7873,TXN_2569119,juice,1.0,3.0,3.0,credit card,takeaway,2023-08-04
7874,TXN_2894945,coffee,2.0,2.0,4.0,unknown,unknown,2023-02-28
7875,TXN_7992512,sandwich,5.0,4.0,20.0,credit card,in-store,2023-07-17
7876,TXN_2771512,unknown,4.0,3.0,12.0,digital wallet,takeaway,2023-12-23
7877,TXN_6109953,unknown,3.0,3.0,9.0,digital wallet,takeaway,2023-04-22
7879,TXN_2417271,tea,4.0,1.5,6.0,credit card,takeaway,2023-02-01
7880,TXN_8156455,cake,2.0,3.0,6.0,cash,unknown,2023-02-12
7881,TXN_7063005,cake,1.0,3.0,3.0,unknown,unknown,2023-01-18
7882,TXN_9425096,smoothie,5.0,4.0,20.0,credit card,in-store,2023-06-12
7883,TXN_6236737,juice,5.0,3.0,15.0,cash,in-store,2023-03-19
7884,TXN_9691364,cookie,3.0,1.0,3.0,credit card,in-store,2023-03-02
7885,TXN_4688280,unknown,1.0,1.5,1.5,unknown,unknown,2023-02-16
7886,TXN_1770648,sandwich,4.0,4.0,16.0,credit card,unknown,2023-09-30
7887,TXN_1524602,unknown,3.0,2.0,6.0,cash,takeaway,2023-05-11
7889,TXN_2602732,salad,4.0,5.0,20.0,digital wallet,unknown,2023-06-09
7890,TXN_5132482,juice,2.0,3.0,6.0,digital wallet,in-store,2023-12-21
7891,TXN_3281605,unknown,1.0,1.5,1.5,unknown,takeaway,2023-07-27
7892,TXN_9969836,cookie,5.0,1.0,5.0,digital wallet,takeaway,2023-04-06
7893,TXN_7938279,tea,3.0,1.5,4.5,cash,takeaway,2023-03-17
7894,TXN_8712307,unknown,5.0,3.0,15.0,cash,in-store,2023-04-10
7895,TXN_8595386,cookie,4.0,1.0,4.0,credit card,unknown,2023-08-04
7896,TXN_6398450,tea,2.0,1.5,3.0,digital wallet,in-store,2023-11-19
7897,TXN_3042552,unknown,1.0,3.0,3.0,cash,unknown,2023-09-08
7898,TXN_7084298,cake,3.0,3.0,9.0,unknown,takeaway,2023-02-18
7899,TXN_8384428,cookie,1.0,1.0,1.0,digital wallet,in-store,2023-08-11
7900,TXN_6541329,cookie,2.0,1.0,2.0,cash,takeaway,2023-09-28
7901,TXN_7667139,sandwich,3.0,4.0,12.0,credit card,takeaway,2023-12-05
7902,TXN_1268811,salad,1.0,5.0,5.0,unknown,unknown,2023-01-04
7904,TXN_5056808,juice,1.0,3.0,3.0,credit card,unknown,2023-02-25
7905,TXN_9191048,cake,5.0,3.0,15.0,digital wallet,unknown,2023-09-18
7906,TXN_5105810,cookie,5.0,1.0,5.0,unknown,takeaway,2023-01-17
7907,TXN_3272613,cookie,2.0,1.0,2.0,cash,unknown,2023-03-30
7908,TXN_3690903,coffee,3.0,2.0,6.0,unknown,in-store,2023-10-22
7909,TXN_1938413,smoothie,4.0,4.0,16.0,digital wallet,unknown,2023-04-01
7910,TXN_1396019,coffee,4.0,2.0,8.0,cash,in-store,2023-12-03
7911,TXN_6989000,tea,2.0,1.5,3.0,unknown,takeaway,2023-02-24
7912,TXN_4811225,tea,5.0,1.5,7.5,cash,takeaway,2023-11-01
7913,TXN_2193333,coffee,4.0,2.0,8.0,unknown,takeaway,2023-07-21
7914,TXN_4564220,tea,1.0,1.5,1.5,digital wallet,takeaway,2023-05-09
7915,TXN_5414186,smoothie,1.0,4.0,4.0,credit card,takeaway,2023-04-24
7916,TXN_1740742,tea,4.0,1.5,6.0,digital wallet,in-store,2023-10-06
7917,TXN_2547084,sandwich,1.0,4.0,4.0,cash,unknown,2023-12-16
7918,TXN_8879936,cake,5.0,3.0,15.0,unknown,takeaway,2023-07-25
7919,TXN_1605677,tea,5.0,1.5,7.5,unknown,unknown,2023-01-15
7920,TXN_6070787,sandwich,3.0,4.0,12.0,unknown,in-store,2023-02-26
7921,TXN_3441457,salad,2.0,5.0,10.0,digital wallet,unknown,2023-10-20
7922,TXN_1236759,coffee,1.0,2.0,2.0,credit card,in-store,2023-01-26
7924,TXN_7196144,smoothie,3.0,4.0,12.0,unknown,unknown,2023-03-28
7925,TXN_3981406,salad,4.0,5.0,20.0,unknown,unknown,2023-04-17
7926,TXN_2152054,cake,2.0,3.0,6.0,digital wallet,unknown,2023-05-11
7927,TXN_9339037,cookie,2.0,1.0,2.0,unknown,takeaway,2023-07-21
7928,TXN_7308629,salad,4.0,5.0,20.0,unknown,takeaway,2023-11-24
7929,TXN_9407636,smoothie,4.0,4.0,16.0,cash,unknown,2023-10-01
7930,TXN_4755860,juice,5.0,3.0,15.0,digital wallet,in-store,2023-10-28
7931,TXN_6118079,coffee,1.0,2.0,2.0,unknown,takeaway,2023-07-01
7932,TXN_6415784,salad,3.0,5.0,15.0,unknown,unknown,2023-08-16
7933,TXN_1755817,salad,5.0,5.0,25.0,digital wallet,takeaway,2023-07-17
7935,TXN_2090061,smoothie,4.0,4.0,16.0,unknown,unknown,2023-06-23
7936,TXN_8128656,smoothie,5.0,4.0,20.0,unknown,in-store,2023-04-24
7937,TXN_6714749,sandwich,1.0,4.0,4.0,credit card,takeaway,2023-08-02
7939,TXN_8099424,cake,4.0,3.0,12.0,unknown,takeaway,2023-04-02
7940,TXN_5103036,juice,2.0,3.0,6.0,unknown,takeaway,2023-12-04
7941,TXN_6013024,juice,3.0,3.0,9.0,credit card,takeaway,2023-09-06
7942,TXN_8065852,sandwich,1.0,4.0,4.0,credit card,in-store,2023-07-17
7943,TXN_2035283,unknown,3.0,4.0,12.0,unknown,unknown,2023-01-14
7944,TXN_3695238,salad,5.0,5.0,25.0,cash,takeaway,2023-04-20
7945,TXN_1336727,smoothie,2.0,4.0,8.0,unknown,in-store,2023-10-18
7946,TXN_5724548,cake,5.0,3.0,15.0,unknown,unknown,2023-08-12
7947,TXN_3521791,coffee,1.0,2.0,2.0,unknown,takeaway,2023-06-11
7948,TXN_2678484,coffee,1.0,2.0,2.0,unknown,unknown,2023-03-27
7949,TXN_6696619,cake,3.0,3.0,9.0,unknown,takeaway,2023-03-19
7950,TXN_2734718,tea,2.0,1.5,3.0,unknown,unknown,2023-08-16
7951,TXN_7465693,unknown,3.0,4.0,12.0,digital wallet,unknown,2023-09-04
7952,TXN_8241649,tea,5.0,1.5,7.5,unknown,unknown,2023-03-15
7953,TXN_6125646,cookie,2.0,1.0,2.0,unknown,unknown,2023-06-12
7954,TXN_8639973,cookie,5.0,1.0,5.0,unknown,unknown,2023-07-06
7955,TXN_1349640,juice,2.0,3.0,6.0,credit card,in-store,2023-06-17
7956,TXN_3719842,cake,3.0,3.0,9.0,cash,unknown,2023-05-05
7957,TXN_3863940,salad,2.0,5.0,10.0,unknown,unknown,2023-06-18
7958,TXN_9660030,cake,5.0,3.0,15.0,credit card,in-store,2023-11-24
7959,TXN_9649503,cake,1.0,3.0,3.0,credit card,takeaway,2023-01-02
7960,TXN_6618160,tea,5.0,1.5,7.5,cash,takeaway,2023-03-13
7961,TXN_9121241,sandwich,5.0,4.0,20.0,unknown,takeaway,2023-03-18
7962,TXN_4419474,juice,2.0,3.0,6.0,unknown,in-store,2023-02-04
7963,TXN_5639485,cookie,3.0,1.0,3.0,credit card,unknown,2023-07-02
7964,TXN_9997263,cookie,2.0,1.0,2.0,unknown,unknown,2023-03-05
7965,TXN_4590013,tea,5.0,1.5,7.5,cash,takeaway,2023-04-19
7966,TXN_4958354,sandwich,4.0,4.0,16.0,credit card,takeaway,2023-05-01
7967,TXN_9240476,coffee,5.0,2.0,10.0,unknown,unknown,2023-04-29
7968,TXN_2457961,coffee,2.0,2.0,4.0,credit card,in-store,2023-06-08
7969,TXN_6494145,cookie,2.0,1.0,2.0,cash,unknown,2023-08-18
7970,TXN_2142941,cookie,5.0,1.0,5.0,digital wallet,unknown,2023-11-03
7971,TXN_2405666,unknown,2.0,3.0,6.0,cash,takeaway,2023-04-20
7972,TXN_4125871,juice,4.0,3.0,12.0,unknown,unknown,2023-12-16
7973,TXN_7102166,coffee,4.0,2.0,8.0,unknown,unknown,2023-12-08
7974,TXN_1492585,sandwich,3.0,4.0,12.0,cash,takeaway,2023-01-17
7975,TXN_2208949,cake,4.0,3.0,12.0,cash,takeaway,2023-08-05
7976,TXN_9815454,juice,5.0,3.0,15.0,digital wallet,unknown,2023-12-05
7977,TXN_6806968,cookie,4.0,1.0,4.0,cash,takeaway,2023-07-03
7978,TXN_3751420,sandwich,5.0,4.0,20.0,unknown,takeaway,2023-11-20
7979,TXN_3439155,salad,3.0,5.0,15.0,unknown,takeaway,2023-07-30
7980,TXN_5564198,cake,4.0,3.0,12.0,cash,unknown,2023-06-06
7981,TXN_3446643,smoothie,1.0,4.0,4.0,unknown,unknown,2023-06-01
7982,TXN_1770073,cookie,2.0,1.0,2.0,unknown,takeaway,2023-12-03
7983,TXN_7328209,sandwich,3.0,4.0,12.0,credit card,unknown,2023-03-01
7984,TXN_4252608,juice,3.0,3.0,9.0,credit card,in-store,2023-08-23
